id,satisfaction,satisfaction score,voice of customer
69142,neutral or dissatisfied,3,"I was frustrated with the lack of clear instructions during the in-flight duty-free shopping, resulting in confusion and delays."
69162,neutral or dissatisfied,3,The flight delay threw off my entire day's plans.
69179,neutral or dissatisfied,3,NIL
69183,neutral or dissatisfied,4,NIL
69184,neutral or dissatisfied,4,NIL
69190,neutral or dissatisfied,4,NIL
69237,neutral or dissatisfied,3,The flight attendant forgot to bring me a requested condiment.
69238,neutral or dissatisfied,3,NIL
69244,neutral or dissatisfied,3,NIL
69246,neutral or dissatisfied,3,NIL
69258,neutral or dissatisfied,3,NIL
69260,neutral or dissatisfied,3,NIL
69261,neutral or dissatisfied,3,NIL
69262,neutral or dissatisfied,3,NIL
69266,neutral or dissatisfied,3,NIL
69276,neutral or dissatisfied,4,The airline's continuous delays have eroded my confidence in their services.
69280,neutral or dissatisfied,3,NIL
69281,neutral or dissatisfied,4,NIL
69283,neutral or dissatisfied,4,NIL
69307,neutral or dissatisfied,3,NIL
69378,neutral or dissatisfied,3,NIL
69382,neutral or dissatisfied,4,NIL
69403,neutral or dissatisfied,4,NIL
69404,neutral or dissatisfied,4,NIL
69410,neutral or dissatisfied,3,NIL
69421,neutral or dissatisfied,3,NIL
69427,neutral or dissatisfied,4,NIL
69431,neutral or dissatisfied,4,NIL
69437,neutral or dissatisfied,3,NIL
69439,neutral or dissatisfied,3,NIL
69440,neutral or dissatisfied,4,NIL
69443,neutral or dissatisfied,4,NIL
69444,neutral or dissatisfied,4,The cabin windows had visible dirt or smudges.
69459,neutral or dissatisfied,3,NIL
69460,neutral or dissatisfied,4,NIL
69463,neutral or dissatisfied,3,NIL
69465,neutral or dissatisfied,4,NIL
69469,neutral or dissatisfied,4,NIL
69473,neutral or dissatisfied,4,NIL
69475,neutral or dissatisfied,3,NIL
69487,neutral or dissatisfied,3,NIL
69490,neutral or dissatisfied,3,NIL
69494,neutral or dissatisfied,4,NIL
69499,neutral or dissatisfied,4,I received my luggage with items missing or stolen.
69507,neutral or dissatisfied,3,NIL
69510,neutral or dissatisfied,4,NIL
69519,neutral or dissatisfied,4,NIL
69536,neutral or dissatisfied,3,NIL
69543,neutral or dissatisfied,4,NIL
69551,neutral or dissatisfied,3,NIL
69552,neutral or dissatisfied,3,NIL
69561,neutral or dissatisfied,3,I experienced difficulties in canceling or changing my flight.
69566,neutral or dissatisfied,3,NIL
69572,neutral or dissatisfied,3,NIL
69577,neutral or dissatisfied,4,NIL
69584,neutral or dissatisfied,3,NIL
69585,neutral or dissatisfied,3,NIL
69592,neutral or dissatisfied,3,NIL
69594,neutral or dissatisfied,4,NIL
69596,neutral or dissatisfied,4,NIL
69603,neutral or dissatisfied,3,NIL
69606,neutral or dissatisfied,3,NIL
69619,neutral or dissatisfied,4,NIL
69630,neutral or dissatisfied,3,NIL
69641,neutral or dissatisfied,3,NIL
69643,neutral or dissatisfied,4,NIL
69649,neutral or dissatisfied,3,The flight was consistently delayed without clear justifications.
69653,neutral or dissatisfied,4,NIL
69655,neutral or dissatisfied,4,NIL
69658,neutral or dissatisfied,4,NIL
69664,neutral or dissatisfied,4,NIL
69667,neutral or dissatisfied,4,NIL
69670,neutral or dissatisfied,3,NIL
69678,neutral or dissatisfied,3,NIL
69687,neutral or dissatisfied,3,NIL
69705,neutral or dissatisfied,3,NIL
69708,neutral or dissatisfied,4,NIL
69730,neutral or dissatisfied,3,NIL
69739,neutral or dissatisfied,4,NIL
69745,neutral or dissatisfied,4,NIL
69749,neutral or dissatisfied,3,NIL
69764,neutral or dissatisfied,3,NIL
69767,neutral or dissatisfied,3,NIL
69773,neutral or dissatisfied,4,NIL
69774,neutral or dissatisfied,4,NIL
69778,neutral or dissatisfied,3,The flight attendants did not offer any alternative meal options for those with allergies.
69785,neutral or dissatisfied,3,NIL
69787,neutral or dissatisfied,3,NIL
69813,neutral or dissatisfied,3,NIL
69816,neutral or dissatisfied,4,NIL
69819,neutral or dissatisfied,4,NIL
69825,neutral or dissatisfied,4,NIL
69829,neutral or dissatisfied,3,NIL
69834,neutral or dissatisfied,4,NIL
69847,neutral or dissatisfied,3,NIL
69848,neutral or dissatisfied,4,Inattentive flight attendants.
69884,neutral or dissatisfied,3,NIL
69907,neutral or dissatisfied,3,NIL
69928,neutral or dissatisfied,4,NIL
69968,neutral or dissatisfied,3,NIL
69985,neutral or dissatisfied,3,NIL
69988,neutral or dissatisfied,4,NIL
69992,neutral or dissatisfied,3,NIL
69995,neutral or dissatisfied,4,NIL
69997,neutral or dissatisfied,4,NIL
70022,neutral or dissatisfied,4,NIL
70033,neutral or dissatisfied,4,NIL
70034,neutral or dissatisfied,3,NIL
70058,neutral or dissatisfied,4,NIL
70061,neutral or dissatisfied,4,NIL
70067,neutral or dissatisfied,4,NIL
70069,neutral or dissatisfied,4,NIL
70077,neutral or dissatisfied,3,NIL
70082,neutral or dissatisfied,4,NIL
70112,neutral or dissatisfied,3,NIL
70115,neutral or dissatisfied,4,The air crew did not demonstrate proper customer service skills and were indifferent to passenger needs.
70127,neutral or dissatisfied,3,NIL
70133,neutral or dissatisfied,3,NIL
70134,neutral or dissatisfied,4,NIL
70136,neutral or dissatisfied,4,NIL
70141,neutral or dissatisfied,3,NIL
70145,neutral or dissatisfied,4,NIL
70148,neutral or dissatisfied,3,NIL
70152,neutral or dissatisfied,3,NIL
70160,neutral or dissatisfied,3,NIL
70164,neutral or dissatisfied,4,I found the cabin to be unclean and poorly maintained.
70165,neutral or dissatisfied,3,NIL
70196,neutral or dissatisfied,3,NIL
70199,neutral or dissatisfied,4,NIL
70202,neutral or dissatisfied,4,NIL
70203,neutral or dissatisfied,3,NIL
70205,neutral or dissatisfied,4,NIL
70207,neutral or dissatisfied,3,NIL
70211,neutral or dissatisfied,4,NIL
70213,neutral or dissatisfied,4,NIL
70227,neutral or dissatisfied,3,The airline's pricing structure did not justify the expensive fare for the standard services provided.
70243,neutral or dissatisfied,3,"The turbulence was so intense that it caused overhead bins to open, and items fell, posing a danger to passengers."
70244,neutral or dissatisfied,3,NIL
70247,neutral or dissatisfied,4,NIL
70248,neutral or dissatisfied,3,NIL
70267,neutral or dissatisfied,4,NIL
70273,neutral or dissatisfied,3,NIL
70284,neutral or dissatisfied,3,NIL
70290,neutral or dissatisfied,4,The flight had a strong odor that was unpleasant and made the journey unpleasant.
70313,neutral or dissatisfied,3,NIL
70334,neutral or dissatisfied,4,NIL
70336,neutral or dissatisfied,4,"The turbulence was unexpected and violent, and the lack of empathy and support from the flight attendants was disheartening."
70337,neutral or dissatisfied,3,NIL
70356,neutral or dissatisfied,4,"The overhead reading lights were not functional, making it challenging to read during the flight."
70363,neutral or dissatisfied,3,NIL
70366,neutral or dissatisfied,3,The customer service agent was unable to resolve my issue satisfactorily.
70372,neutral or dissatisfied,3,Disorganized baggage claim process resulted in delays and confusion upon arrival.
70373,neutral or dissatisfied,3,NIL
70376,neutral or dissatisfied,4,NIL
70383,neutral or dissatisfied,3,NIL
70393,neutral or dissatisfied,4,NIL
70396,neutral or dissatisfied,3,NIL
70401,neutral or dissatisfied,4,NIL
70403,neutral or dissatisfied,3,NIL
70407,neutral or dissatisfied,4,NIL
70410,neutral or dissatisfied,2,NIL
70416,neutral or dissatisfied,3,NIL
70421,neutral or dissatisfied,4,NIL
70466,neutral or dissatisfied,4,NIL
70477,neutral or dissatisfied,3,NIL
70490,neutral or dissatisfied,3,NIL
70493,neutral or dissatisfied,3,NIL
70509,neutral or dissatisfied,4,NIL
70530,neutral or dissatisfied,4,NIL
70531,neutral or dissatisfied,4,NIL
70550,neutral or dissatisfied,3,NIL
70554,neutral or dissatisfied,4,The airline's baggage policy was unclear and resulted in unexpected fees.
70565,neutral or dissatisfied,3,NIL
70566,neutral or dissatisfied,3,NIL
70567,neutral or dissatisfied,3,NIL
70578,neutral or dissatisfied,3,The airline's frequent flyer program had limited benefits.
70583,neutral or dissatisfied,3,NIL
70586,neutral or dissatisfied,3,NIL
70587,neutral or dissatisfied,4,NIL
70602,neutral or dissatisfied,4,NIL
70605,neutral or dissatisfied,3,The airline did not provide any lactose-free dessert options.
70616,neutral or dissatisfied,3,NIL
70617,neutral or dissatisfied,4,I observed unclean or stained bulkhead walls in the cabin.
70618,neutral or dissatisfied,0,NIL
70640,neutral or dissatisfied,4,NIL
70657,neutral or dissatisfied,3,NIL
70661,neutral or dissatisfied,3,NIL
70675,neutral or dissatisfied,4,NIL
70680,neutral or dissatisfied,3,NIL
70681,neutral or dissatisfied,4,NIL
70702,neutral or dissatisfied,3,NIL
70713,neutral or dissatisfied,3,NIL
70718,neutral or dissatisfied,4,The airline's onboard magazine was outdated and uninteresting.
70727,neutral or dissatisfied,3,NIL
70789,neutral or dissatisfied,1,"The onboard amenities were lacking, making my journey dull and uncomfortable."
70791,neutral or dissatisfied,4,NIL
70799,neutral or dissatisfied,4,NIL
70809,neutral or dissatisfied,3,NIL
70810,neutral or dissatisfied,4,NIL
70814,neutral or dissatisfied,4,NIL
70825,neutral or dissatisfied,3,NIL
70877,neutral or dissatisfied,3,NIL
70902,neutral or dissatisfied,4,NIL
70909,neutral or dissatisfied,3,NIL
70911,neutral or dissatisfied,4,NIL
70914,neutral or dissatisfied,4,NIL
70920,neutral or dissatisfied,4,NIL
70925,neutral or dissatisfied,3,The airline's inability to stick to the schedule has caused me significant inconvenience.
70935,neutral or dissatisfied,3,I expected better coordination during the boarding and deplaning process.
70937,neutral or dissatisfied,4,NIL
70948,neutral or dissatisfied,4,NIL
70962,neutral or dissatisfied,3,NIL
70966,neutral or dissatisfied,4,"I was disappointed with the lack of clear instructions during the disembarkation process, causing confusion and delays."
70994,neutral or dissatisfied,3,NIL
70996,neutral or dissatisfied,4,I couldn't understand why the flight departure was consistently delayed without proper explanations.
70999,neutral or dissatisfied,4,NIL
71020,neutral or dissatisfied,3,NIL
71021,neutral or dissatisfied,3,Insufficient legroom on the flight.
71030,neutral or dissatisfied,4,NIL
71031,neutral or dissatisfied,3,NIL
71032,neutral or dissatisfied,3,NIL
71036,neutral or dissatisfied,3,NIL
71039,neutral or dissatisfied,3,NIL
71040,neutral or dissatisfied,3,NIL
71049,neutral or dissatisfied,4,NIL
71051,neutral or dissatisfied,3,The airline mishandled my oversized baggage and caused inconvenience.
71052,neutral or dissatisfied,4,NIL
71066,neutral or dissatisfied,4,NIL
71073,neutral or dissatisfied,4,NIL
71075,neutral or dissatisfied,3,NIL
71079,neutral or dissatisfied,3,NIL
71087,neutral or dissatisfied,4,NIL
71093,neutral or dissatisfied,4,I encountered difficulties in retrieving my oversized or heavy baggage without any assistance.
71110,neutral or dissatisfied,3,NIL
71160,neutral or dissatisfied,4,NIL
71170,neutral or dissatisfied,4,NIL
71182,neutral or dissatisfied,3,NIL
71207,neutral or dissatisfied,4,The flight was consistently delayed without clear reasons.
71209,neutral or dissatisfied,3,NIL
71222,neutral or dissatisfied,4,NIL
71225,neutral or dissatisfied,4,NIL
71227,neutral or dissatisfied,3,"The airline failed to provide adequate updates regarding the arrival delay, leaving me waiting at the destination airport for an extended period of time with no information."
71233,neutral or dissatisfied,3,NIL
71236,neutral or dissatisfied,4,NIL
71238,neutral or dissatisfied,4,NIL
71255,neutral or dissatisfied,4,NIL
71256,neutral or dissatisfied,3,NIL
71262,neutral or dissatisfied,3,NIL
71265,neutral or dissatisfied,3,NIL
71270,neutral or dissatisfied,4,NIL
71275,neutral or dissatisfied,4,NIL
71279,neutral or dissatisfied,3,NIL
71290,neutral or dissatisfied,3,NIL
71313,neutral or dissatisfied,3,NIL
71320,neutral or dissatisfied,3,"The flight departure was delayed, leading to inconvenience."
71321,neutral or dissatisfied,3,NIL
71331,neutral or dissatisfied,4,NIL
71346,neutral or dissatisfied,3,NIL
71348,neutral or dissatisfied,4,NIL
71351,neutral or dissatisfied,3,NIL
71372,neutral or dissatisfied,3,NIL
71385,neutral or dissatisfied,4,NIL
71410,neutral or dissatisfied,4,NIL
71413,neutral or dissatisfied,4,NIL
71427,neutral or dissatisfied,3,NIL
71441,neutral or dissatisfied,4,NIL
71452,neutral or dissatisfied,3,NIL
71458,neutral or dissatisfied,4,NIL
71467,neutral or dissatisfied,3,The absence of onboard reading material options made the journey dull and unengaging.
71480,neutral or dissatisfied,4,"I faced challenges understanding the airline's complex carry-on baggage policy, resulting in confusion and difficulties in complying with the restrictions."
71486,neutral or dissatisfied,4,NIL
71488,neutral or dissatisfied,4,I had to sit at the airport for hours because of the flight delay. Not a pleasant experience.
71489,neutral or dissatisfied,3,NIL
71538,neutral or dissatisfied,4,NIL
71542,neutral or dissatisfied,4,NIL
71585,neutral or dissatisfied,3,NIL
71586,neutral or dissatisfied,4,"Arrival was delayed, causing inconvenience to all passengers."
71591,neutral or dissatisfied,3,"The airline's failure to manage the departure delay efficiently led to a chaotic boarding process, with passengers waiting in long queues without any clear instructions."
71595,neutral or dissatisfied,3,NIL
71611,neutral or dissatisfied,3,NIL
71614,neutral or dissatisfied,4,NIL
71617,neutral or dissatisfied,4,NIL
71619,neutral or dissatisfied,4,NIL
71622,neutral or dissatisfied,4,NIL
71623,neutral or dissatisfied,4,NIL
71630,neutral or dissatisfied,4,NIL
71634,neutral or dissatisfied,3,NIL
71643,neutral or dissatisfied,3,NIL
71665,neutral or dissatisfied,3,NIL
71681,neutral or dissatisfied,4,NIL
71686,neutral or dissatisfied,4,NIL
71711,neutral or dissatisfied,4,The flight delay inconvenienced passengers and affected their overall travel experience.
71719,neutral or dissatisfied,4,NIL
71723,neutral or dissatisfied,3,NIL
71737,neutral or dissatisfied,4,"Despite the hefty price tag, the flight lacked attention to detail and did not feel luxurious."
71765,neutral or dissatisfied,4,NIL
71790,neutral or dissatisfied,3,NIL
71801,neutral or dissatisfied,3,NIL
71802,neutral or dissatisfied,4,NIL
71826,neutral or dissatisfied,3,Inadequate assistance during flight disruptions caused frustration and anxiety.
71830,neutral or dissatisfied,3,NIL
71834,neutral or dissatisfied,4,NIL
71836,neutral or dissatisfied,4,NIL
71837,neutral or dissatisfied,4,NIL
71839,neutral or dissatisfied,4,NIL
71848,neutral or dissatisfied,3,"The ventilation in the cabin was poor, leaving the air stale and uncomfortable to breathe."
71862,neutral or dissatisfied,4,I faced language barriers as the airline did not offer adequate assistance for passengers with language difficulties.
71878,neutral or dissatisfied,3,"The wait time at the security checkpoint was ridiculously long. I had to stand in line for hours, and it made me feel anxious and stressed about making it to my gate on time."
71893,neutral or dissatisfied,4,NIL
71898,neutral or dissatisfied,4,NIL
71904,neutral or dissatisfied,4,NIL
71908,neutral or dissatisfied,4,NIL
71911,neutral or dissatisfied,3,NIL
71913,neutral or dissatisfied,4,NIL
71915,neutral or dissatisfied,3,NIL
71937,neutral or dissatisfied,4,NIL
71942,neutral or dissatisfied,3,NIL
71971,neutral or dissatisfied,4,NIL
71974,neutral or dissatisfied,3,"I encountered difficulties understanding the airline's baggage handling procedures, resulting in misplaced or delayed luggage."
71980,neutral or dissatisfied,3,NIL
72006,neutral or dissatisfied,3,NIL
72007,neutral or dissatisfied,3,NIL
72042,neutral or dissatisfied,3,NIL
72066,neutral or dissatisfied,3,NIL
72072,neutral or dissatisfied,3,NIL
72074,neutral or dissatisfied,4,NIL
72094,neutral or dissatisfied,4,NIL
72112,neutral or dissatisfied,4,NIL
72119,neutral or dissatisfied,4,The delay in departure made me feel like my time was not valued.
72127,neutral or dissatisfied,4,"The in-flight entertainment system was not working throughout the entire journey, leaving us bored and frustrated."
72130,neutral or dissatisfied,4,The flight lacked proper signage and directions within the aircraft.
72137,neutral or dissatisfied,3,NIL
72142,neutral or dissatisfied,3,NIL
72144,neutral or dissatisfied,4,NIL
72146,neutral or dissatisfied,4,NIL
72147,neutral or dissatisfied,4,NIL
72166,neutral or dissatisfied,3,NIL
72168,neutral or dissatisfied,4,NIL
72181,neutral or dissatisfied,3,NIL
72207,neutral or dissatisfied,3,NIL
72232,neutral or dissatisfied,3,The flight attendants did not enforce quiet hours during overnight flights.
72240,neutral or dissatisfied,3,NIL
72250,neutral or dissatisfied,3,NIL
72256,neutral or dissatisfied,3,NIL
72257,neutral or dissatisfied,3,NIL
72259,neutral or dissatisfied,4,NIL
72263,neutral or dissatisfied,4,NIL
72269,neutral or dissatisfied,4,NIL
72277,neutral or dissatisfied,3,NIL
72289,neutral or dissatisfied,4,NIL
72297,neutral or dissatisfied,3,"The flight had a malfunctioning audio system for in-flight announcements, making it difficult to stay informed."
72342,neutral or dissatisfied,2,NIL
72344,neutral or dissatisfied,4,NIL
72406,neutral or dissatisfied,3,NIL
72426,neutral or dissatisfied,3,NIL
72429,neutral or dissatisfied,4,NIL
72446,neutral or dissatisfied,3,The air crew failed to provide clear instructions or guidance to passengers.
72457,neutral or dissatisfied,3,NIL
72461,neutral or dissatisfied,4,NIL
72484,neutral or dissatisfied,4,The lack of entertainment options for children made the journey challenging and boring for my family.
72500,neutral or dissatisfied,4,Insufficient assistance and amenities for families traveling with children made the journey stressful.
72501,neutral or dissatisfied,3,NIL
72506,neutral or dissatisfied,3,NIL
72524,neutral or dissatisfied,4,NIL
72534,neutral or dissatisfied,3,NIL
72537,neutral or dissatisfied,4,"I found the gate area to be crowded and lacking proper queuing systems, causing confusion and delays in boarding."
72544,neutral or dissatisfied,4,"I faced challenges understanding the airline's complex seat upgrade policy, resulting in confusion and difficulties in obtaining a better seat."
72546,neutral or dissatisfied,3,NIL
72549,neutral or dissatisfied,4,NIL
72552,neutral or dissatisfied,3,NIL
72559,neutral or dissatisfied,4,NIL
72561,neutral or dissatisfied,4,NIL
72564,neutral or dissatisfied,4,NIL
72566,neutral or dissatisfied,4,NIL
72574,neutral or dissatisfied,4,NIL
72581,neutral or dissatisfied,4,The boarding process was delayed due to the airline's inefficient and slow boarding pass validation procedures.
72585,neutral or dissatisfied,3,NIL
72587,neutral or dissatisfied,4,"Limited availability of vegetarian meal options, leaving passengers with few or no suitable choices."
72589,neutral or dissatisfied,4,NIL
72597,neutral or dissatisfied,3,NIL
72601,neutral or dissatisfied,4,NIL
72611,neutral or dissatisfied,3,NIL
72618,neutral or dissatisfied,3,The delay in departure caused frustration and dissatisfaction among passengers.
72623,neutral or dissatisfied,3,NIL
72629,neutral or dissatisfied,4,NIL
72638,neutral or dissatisfied,4,NIL
72639,neutral or dissatisfied,4,NIL
72651,neutral or dissatisfied,3,NIL
72660,neutral or dissatisfied,4,NIL
72672,neutral or dissatisfied,4,NIL
72691,neutral or dissatisfied,4,NIL
72724,neutral or dissatisfied,4,"The flight had a noisy engine that was disruptive throughout the journey, causing discomfort and unease."
72730,neutral or dissatisfied,3,NIL
72746,neutral or dissatisfied,4,NIL
72752,neutral or dissatisfied,3,NIL
72778,neutral or dissatisfied,3,NIL
72784,neutral or dissatisfied,2,NIL
72788,neutral or dissatisfied,3,NIL
72806,neutral or dissatisfied,4,NIL
72813,neutral or dissatisfied,0,NIL
72817,neutral or dissatisfied,3,NIL
72819,neutral or dissatisfied,3,NIL
72822,neutral or dissatisfied,3,NIL
72826,neutral or dissatisfied,4,NIL
72836,neutral or dissatisfied,3,NIL
72837,neutral or dissatisfied,3,NIL
72838,neutral or dissatisfied,3,NIL
72842,neutral or dissatisfied,3,NIL
72853,neutral or dissatisfied,4,NIL
72855,neutral or dissatisfied,3,NIL
72865,neutral or dissatisfied,3,NIL
72889,neutral or dissatisfied,4,NIL
72902,neutral or dissatisfied,3,I encountered challenges in obtaining refunds for canceled flights due to lengthy processing times and bureaucracy.
72931,neutral or dissatisfied,4,The delay in departure left me sitting at the gate with no explanation. Unprofessional.
72946,neutral or dissatisfied,4,NIL
72954,neutral or dissatisfied,3,The flight attendants did not properly handle a passenger's medical emergency.
72955,neutral or dissatisfied,3,NIL
72959,neutral or dissatisfied,3,NIL
72971,neutral or dissatisfied,3,NIL
72973,neutral or dissatisfied,4,NIL
72975,neutral or dissatisfied,3,NIL
72988,neutral or dissatisfied,3,NIL
72992,neutral or dissatisfied,4,NIL
73002,neutral or dissatisfied,3,NIL
73004,neutral or dissatisfied,4,The delay in departure resulted in wasted time at the airport.
73017,neutral or dissatisfied,4,NIL
73019,neutral or dissatisfied,4,NIL
73021,neutral or dissatisfied,4,NIL
73030,neutral or dissatisfied,4,The flight attendant neglected to offer drink refills to passengers.
73040,neutral or dissatisfied,3,NIL
73041,neutral or dissatisfied,3,NIL
73056,neutral or dissatisfied,3,NIL
73062,neutral or dissatisfied,4,NIL
73066,neutral or dissatisfied,3,NIL
73078,neutral or dissatisfied,3,NIL
73086,neutral or dissatisfied,4,NIL
73090,neutral or dissatisfied,3,NIL
73109,neutral or dissatisfied,3,NIL
73113,neutral or dissatisfied,4,NIL
73119,neutral or dissatisfied,4,NIL
73124,neutral or dissatisfied,4,NIL
73125,neutral or dissatisfied,4,NIL
73134,neutral or dissatisfied,4,NIL
73143,neutral or dissatisfied,4,NIL
73150,neutral or dissatisfied,4,NIL
73160,neutral or dissatisfied,3,NIL
73168,neutral or dissatisfied,3,"I had a family gathering to attend, but the delay in arrival made me miss it."
73184,neutral or dissatisfied,4,NIL
73188,neutral or dissatisfied,3,NIL
73190,neutral or dissatisfied,3,The flight crew failed to provide any explanation for the delay.
73197,neutral or dissatisfied,4,NIL
73199,neutral or dissatisfied,3,NIL
73201,neutral or dissatisfied,3,NIL
73222,neutral or dissatisfied,3,NIL
73225,neutral or dissatisfied,4,The customer service representative was unresponsive to my inquiries.
73227,neutral or dissatisfied,4,NIL
73231,neutral or dissatisfied,4,NIL
73232,neutral or dissatisfied,4,NIL
73234,neutral or dissatisfied,4,NIL
73236,neutral or dissatisfied,3,NIL
73248,neutral or dissatisfied,4,NIL
73253,neutral or dissatisfied,3,NIL
73255,neutral or dissatisfied,3,NIL
73256,neutral or dissatisfied,4,The airline did not provide any halal beverage options.
73259,neutral or dissatisfied,4,NIL
73276,neutral or dissatisfied,4,NIL
73309,neutral or dissatisfied,3,NIL
73330,neutral or dissatisfied,3,NIL
73349,neutral or dissatisfied,3,NIL
73350,neutral or dissatisfied,4,NIL
73360,neutral or dissatisfied,3,NIL
73364,neutral or dissatisfied,3,NIL
73365,neutral or dissatisfied,3,NIL
73366,neutral or dissatisfied,4,NIL
73372,neutral or dissatisfied,3,NIL
73375,neutral or dissatisfied,3,The airline provided no updates or information regarding my delayed baggage.
73379,neutral or dissatisfied,3,NIL
73385,neutral or dissatisfied,3,NIL
73390,neutral or dissatisfied,4,NIL
73398,neutral or dissatisfied,3,NIL
73400,neutral or dissatisfied,4,The airline did not provide adequate assistance to families traveling with young children.
73412,neutral or dissatisfied,4,I felt incredibly frustrated and anxious as the flight departure was delayed for over an hour.
73413,neutral or dissatisfied,4,NIL
73418,neutral or dissatisfied,4,NIL
73420,neutral or dissatisfied,4,NIL
73421,neutral or dissatisfied,4,NIL
73423,neutral or dissatisfied,3,NIL
73427,neutral or dissatisfied,4,NIL
73429,neutral or dissatisfied,4,NIL
73472,neutral or dissatisfied,4,NIL
73480,neutral or dissatisfied,4,NIL
73481,neutral or dissatisfied,3,NIL
73484,neutral or dissatisfied,3,I couldn't help but feel a deep sense of dissatisfaction and frustration throughout the entire journey.
73488,neutral or dissatisfied,3,NIL
73490,neutral or dissatisfied,4,NIL
73535,neutral or dissatisfied,4,NIL
73542,neutral or dissatisfied,4,NIL
73546,neutral or dissatisfied,3,NIL
73550,neutral or dissatisfied,4,NIL
73569,neutral or dissatisfied,4,NIL
73643,neutral or dissatisfied,4,NIL
73647,neutral or dissatisfied,4,NIL
73650,neutral or dissatisfied,4,NIL
73668,neutral or dissatisfied,2,"The turbulence was unexpected and violent, and the flight attendants seemed overwhelmed and unable to provide proper assistance or reassurance."
73670,neutral or dissatisfied,3,NIL
73705,neutral or dissatisfied,4,NIL
73710,neutral or dissatisfied,3,NIL
73718,neutral or dissatisfied,3,NIL
73719,neutral or dissatisfied,3,NIL
73723,neutral or dissatisfied,3,NIL
73736,neutral or dissatisfied,3,NIL
73740,neutral or dissatisfied,4,NIL
73743,neutral or dissatisfied,3,NIL
73745,neutral or dissatisfied,3,NIL
73746,neutral or dissatisfied,3,NIL
73753,neutral or dissatisfied,3,NIL
73777,neutral or dissatisfied,3,NIL
73805,neutral or dissatisfied,3,NIL
73808,neutral or dissatisfied,3,NIL
73812,neutral or dissatisfied,3,The airline did not provide adequate compensation for inconveniences.
73822,neutral or dissatisfied,3,NIL
73828,neutral or dissatisfied,3,NIL
73830,neutral or dissatisfied,4,NIL
73831,neutral or dissatisfied,4,NIL
73848,neutral or dissatisfied,3,NIL
73849,neutral or dissatisfied,4,NIL
73851,neutral or dissatisfied,3,NIL
73860,neutral or dissatisfied,4,NIL
73872,neutral or dissatisfied,4,NIL
73916,neutral or dissatisfied,4,NIL
73927,neutral or dissatisfied,3,NIL
73928,neutral or dissatisfied,4,NIL
73931,neutral or dissatisfied,3,NIL
73932,neutral or dissatisfied,4,NIL
73935,neutral or dissatisfied,4,NIL
73936,neutral or dissatisfied,4,NIL
73944,neutral or dissatisfied,3,In-flight entertainment options were outdated and insufficient for a long-haul flight.
73945,neutral or dissatisfied,4,NIL
73949,neutral or dissatisfied,3,"I received my bag with broken or damaged wheels, making it difficult to transport."
73951,neutral or dissatisfied,4,"The flight lacked proper ventilation, resulting in discomfort."
73954,neutral or dissatisfied,4,NIL
73968,neutral or dissatisfied,4,NIL
73970,neutral or dissatisfied,4,NIL
73972,neutral or dissatisfied,3,NIL
73989,neutral or dissatisfied,4,NIL
73996,neutral or dissatisfied,4,NIL
74001,neutral or dissatisfied,4,NIL
74002,neutral or dissatisfied,4,NIL
74005,neutral or dissatisfied,3,NIL
74010,neutral or dissatisfied,4,NIL
74015,neutral or dissatisfied,3,NIL
74021,neutral or dissatisfied,3,"The airline's seating arrangements for families were inadequate, making it hard to stay together during the flight."
74033,neutral or dissatisfied,4,NIL
74044,neutral or dissatisfied,3,NIL
74045,neutral or dissatisfied,4,NIL
74046,neutral or dissatisfied,3,NIL
74047,neutral or dissatisfied,3,NIL
74059,neutral or dissatisfied,3,NIL
74113,neutral or dissatisfied,3,NIL
74125,neutral or dissatisfied,3,NIL
74126,neutral or dissatisfied,4,NIL
74129,neutral or dissatisfied,4,NIL
74134,neutral or dissatisfied,4,NIL
74139,neutral or dissatisfied,0,NIL
74146,neutral or dissatisfied,3,NIL
74161,neutral or dissatisfied,3,NIL
74178,neutral or dissatisfied,3,NIL
74180,neutral or dissatisfied,4,NIL
74186,neutral or dissatisfied,4,NIL
74187,neutral or dissatisfied,4,NIL
74190,neutral or dissatisfied,4,NIL
74196,neutral or dissatisfied,3,NIL
74209,neutral or dissatisfied,3,NIL
74214,neutral or dissatisfied,3,The airline did not have a proper procedure for handling passenger complaints.
74215,neutral or dissatisfied,3,NIL
74221,neutral or dissatisfied,3,"I had time-sensitive plans, but the delay in departure made it impossible to fulfill them."
74236,neutral or dissatisfied,4,NIL
74247,neutral or dissatisfied,4,NIL
74250,neutral or dissatisfied,3,"I encountered difficulties understanding the airline's complex pet travel policy, resulting in confusion and extra expenses."
74252,neutral or dissatisfied,4,NIL
74264,neutral or dissatisfied,3,"The wait times at the boarding gate were excessively long, causing frustration and impatience."
74280,neutral or dissatisfied,4,I couldn't believe how long I had to wait at the boarding gate before being allowed to board the aircraft. It was an unnecessary delay that disrupted my travel plans.
74293,neutral or dissatisfied,3,NIL
74299,neutral or dissatisfied,3,NIL
74300,neutral or dissatisfied,3,NIL
74317,neutral or dissatisfied,4,NIL
74336,neutral or dissatisfied,3,NIL
74347,neutral or dissatisfied,4,NIL
74362,neutral or dissatisfied,3,NIL
74363,neutral or dissatisfied,3,NIL
74464,neutral or dissatisfied,3,NIL
74507,neutral or dissatisfied,4,NIL
74516,neutral or dissatisfied,4,NIL
